speaker_id,sex,subset,speaker_minutes,name,filepath,length,seconds
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0008.flac,97280,6.08
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0005.flac,61680,3.855
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0004.flac,114400,7.15
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0001.flac,182880,11.43
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0017.flac,188400,11.775
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0012.flac,136160,8.51
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0010.flac,102960,6.435
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0006.flac,182480,11.405
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0015.flac,81840,5.115
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0014.flac,126720,7.92
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0020.flac,107680,6.73
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0003.flac,72080,4.505
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0016.flac,152240,9.515
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0002.flac,61360,3.835
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0009.flac,83920,5.245
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0000.flac,63440,3.965
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1181/1284-1181-0011.flac,124000,7.75
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0005.flac,373361,23.3350625
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0006.flac,162480,10.155
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0007.flac,226720,14.17
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0001.flac,164400,10.275
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0003.flac,322320,20.145
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0004.flac,205360,12.835
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0002.flac,241760,15.11
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/134647/1284-134647-0000.flac,136480,8.53
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0009.flac,100560,6.285
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0027.flac,52320,3.27
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0019.flac,240400,15.025
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0012.flac,78080,4.88
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0000.flac,129920,8.12
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0013.flac,59280,3.705
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0031.flac,77200,4.825
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0004.flac,68560,4.285
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0005.flac,104800,6.55
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0015.flac,93360,5.835
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0007.flac,100240,6.265
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0001.flac,124080,7.755
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0024.flac,84160,5.26
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0026.flac,132640,8.29
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0003.flac,77360,4.835
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0030.flac,259520,16.22
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0025.flac,139280,8.705
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0029.flac,85360,5.335
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0032.flac,92480,5.78
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0021.flac,157440,9.84
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0014.flac,58640,3.665
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0006.flac,109840,6.865
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0010.flac,138160,8.635
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0023.flac,89760,5.61
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0017.flac,170880,10.68
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0011.flac,68400,4.275
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0018.flac,192080,12.005
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0008.flac,167840,10.49
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0020.flac,93920,5.87
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0002.flac,122880,7.68
1284,F,test-clean,8.16,Daniel Anaya,LibriSpeech/test-clean/1284/1180/1284-1180-0028.flac,96720,6.045
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0015.flac,102160,6.385
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0010.flac,163120,10.195
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0004.flac,102800,6.425
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0013.flac,104800,6.55
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0016.flac,55840,3.49
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0012.flac,167840,10.49
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0011.flac,219120,13.695
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0014.flac,56240,3.515
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0009.flac,62080,3.88
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0001.flac,152320,9.52
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0005.flac,94640,5.915
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0002.flac,119360,7.46
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0007.flac,88640,5.54
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0003.flac,157840,9.865
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0000.flac,215680,13.48
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0008.flac,126000,7.875
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122612/1320-122612-0006.flac,77520,4.845
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0022.flac,61680,3.855
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0027.flac,91039,5.6899375
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0002.flac,217360,13.585
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0003.flac,100560,6.285
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0040.flac,127600,7.975
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0005.flac,70400,4.4
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0030.flac,63680,3.98
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0028.flac,255920,15.995
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0035.flac,291520,18.22
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0020.flac,142320,8.895
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0031.flac,100560,6.285
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0007.flac,296400,18.525
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0001.flac,224880,14.055
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0041.flac,66400,4.15
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0024.flac,120880,7.555
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0018.flac,155120,9.695
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0037.flac,114880,7.18
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0036.flac,197920,12.37
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0033.flac,176720,11.045
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0011.flac,156160,9.76
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0004.flac,196160,12.26
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0029.flac,126000,7.875
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0014.flac,78400,4.9
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0034.flac,151760,9.485
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0032.flac,180480,11.28
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0019.flac,131680,8.23
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0012.flac,121440,7.59
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0013.flac,172080,10.755
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0008.flac,66960,4.185
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0025.flac,101760,6.36
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0015.flac,82000,5.125
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0017.flac,90480,5.655
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0039.flac,112880,7.055
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0006.flac,90480,5.655
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0016.flac,161360,10.085
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0021.flac,85360,5.335
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0010.flac,160000,10.0
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0023.flac,125040,7.815
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0000.flac,125360,7.835
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0026.flac,83600,5.225
1320,M,test-clean,8.02,number6,LibriSpeech/test-clean/1320/122617/1320-122617-0009.flac,123280,7.705
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0025.flac,62480,3.905
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0013.flac,69120,4.32
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0040.flac,60000,3.75
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0032.flac,66160,4.135
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0001.flac,164080,10.255
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0044.flac,88080,5.505
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0015.flac,79760,4.985
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0036.flac,63680,3.98
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0052.flac,55200,3.45
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0003.flac,104800,6.55
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0039.flac,59600,3.725
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0049.flac,61521,3.8450625
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0034.flac,111840,6.99
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0021.flac,59440,3.715
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0045.flac,69760,4.36
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0010.flac,85120,5.32
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0035.flac,79680,4.98
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0008.flac,68880,4.305
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0024.flac,71680,4.48
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0031.flac,100000,6.25
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0016.flac,68080,4.255
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0033.flac,119200,7.45
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0000.flac,143040,8.94
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0029.flac,160880,10.055
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0007.flac,73040,4.565
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0037.flac,91680,5.73
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0004.flac,72240,4.515
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0026.flac,76400,4.775
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0041.flac,57200,3.575
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0053.flac,64240,4.015
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0020.flac,82160,5.135
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0050.flac,49360,3.085
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0012.flac,113040,7.065
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0022.flac,52720,3.295
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0006.flac,173600,10.85
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0038.flac,120560,7.535
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0002.flac,98160,6.135
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0023.flac,53280,3.33
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0030.flac,55680,3.48
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0042.flac,93840,5.865
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0046.flac,56480,3.53
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0027.flac,83600,5.225
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141083/1580-141083-0009.flac,112640,7.04
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0011.flac,80000,5.0
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0001.flac,52240,3.265
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0049.flac,121200,7.575
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0047.flac,84000,5.25
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0016.flac,95360,5.96
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0004.flac,144080,9.005
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0010.flac,71520,4.47
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0008.flac,108720,6.795
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0029.flac,129200,8.075
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0031.flac,103520,6.47
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0032.flac,79920,4.995
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0048.flac,148240,9.265
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0015.flac,55520,3.47
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0019.flac,50000,3.125
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0009.flac,74960,4.685
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0021.flac,64160,4.01
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0003.flac,65600,4.1
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0002.flac,94480,5.905
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0023.flac,139760,8.735
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0018.flac,53520,3.345
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0024.flac,146960,9.185
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0045.flac,58000,3.625
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0040.flac,95760,5.985
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0042.flac,80960,5.06
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0033.flac,112000,7.0
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0000.flac,73840,4.615
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0039.flac,78160,4.885
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0026.flac,111920,6.995
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0041.flac,127840,7.99
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0034.flac,71840,4.49
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0027.flac,53760,3.36
1580,F,test-clean,8.07,TinyPines,LibriSpeech/test-clean/1580/141084/1580-141084-0014.flac,63520,3.97
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0012.flac,131920,8.245
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0000.flac,61840,3.865
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0024.flac,86160,5.385
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0023.flac,271440,16.965
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0007.flac,140800,8.8
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0013.flac,51120,3.195
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0009.flac,60160,3.76
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0029.flac,89280,5.58
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0019.flac,86080,5.38
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0015.flac,71760,4.485
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0016.flac,115040,7.19
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0014.flac,199360,12.46
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0011.flac,54000,3.375
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0025.flac,152081,9.5050625
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0017.flac,49600,3.1
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0001.flac,139680,8.73
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0026.flac,129520,8.095
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0004.flac,101760,6.36
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0010.flac,55680,3.48
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0003.flac,117760,7.36
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0020.flac,51360,3.21
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0021.flac,49440,3.09
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0018.flac,205200,12.825
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0027.flac,107280,6.705
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1837/1995-1837-0022.flac,54640,3.415
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0009.flac,107360,6.71
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0006.flac,123440,7.715
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0013.flac,84800,5.3
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0004.flac,542560,33.91
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0014.flac,144720,9.045
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0001.flac,96000,6.0
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0012.flac,59120,3.695
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0005.flac,174400,10.9
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0008.flac,111760,6.985
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0011.flac,75280,4.705
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0007.flac,54960,3.435
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0000.flac,143280,8.955
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0003.flac,127440,7.965
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1836/1995-1836-0010.flac,391200,24.45
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0026.flac,247200,15.45
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0021.flac,182560,11.41
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0019.flac,84000,5.25
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0022.flac,75920,4.745
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0004.flac,48560,3.035
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0015.flac,56800,3.55
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0013.flac,140320,8.77
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0003.flac,49440,3.09
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0000.flac,151760,9.485
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0007.flac,112960,7.06
1995,F,test-clean,8.06,AJai Hilton,LibriSpeech/test-clean/1995/1826/1995-1826-0020.flac,97920,6.12
